time,S_I,S_S,X_I,X_S,X_BH,X_BA,X_P,S_O,S_NO,S_NH,S_ND,X_ND,S_ALK,S_N2,X_INORG
0.186687,20.200001,2.363562,58.800064,20.390585,2635.598633,148.906906,473.958618,2.000000,15.902831,0.159590,0.641009,1.799435,0.004233,5.332056,35.000000
0.186937,20.200001,2.363598,58.800083,20.388859,2635.446289,148.904083,473.991730,2.000000,15.910478,0.159580,0.640993,1.799287,0.004232,5.335927,35.000000
0.187187,20.200001,2.363635,58.800106,20.387136,2635.293945,148.901260,474.024902,2.000000,15.918124,0.159570,0.640978,1.799140,0.004232,5.339798,35.000000
0.187437,20.200001,2.363671,58.799999,20.385445,2635.141846,148.898422,474.058289,2.000000,15.925799,0.159561,0.640961,1.798995,0.004231,5.343665,35.000000
0.187688,20.200001,2.363708,58.799999,20.383743,2634.989746,148.895599,474.091431,2.000000,15.933448,0.159551,0.640946,1.798850,0.004230,5.347536,35.000000
0.187938,20.200001,2.363745,58.799999,20.382051,2634.837402,148.892761,474.124603,2.000000,15.941096,0.159542,0.640931,1.798705,0.004230,5.351406,35.000000
0.188188,20.200001,2.363784,58.799999,20.380365,2634.685059,148.889938,474.157745,2.000000,15.948744,0.159533,0.640916,1.798560,0.004229,5.355276,35.000000
0.188438,20.200001,2.363823,58.800003,20.378687,2634.532959,148.887115,474.190887,2.000000,15.956391,0.159524,0.640901,1.798416,0.004229,5.359145,35.000000
0.188689,20.200001,2.363862,58.800003,20.377018,2634.380859,148.884293,474.224060,2.000000,15.964037,0.159515,0.640887,1.798273,0.004228,5.363015,35.000000
0.188939,20.200001,2.363902,58.800007,20.375355,2634.228516,148.881470,474.257202,2.000000,15.971684,0.159506,0.640873,1.798131,0.004228,5.366884,35.000000
0.189189,20.200001,2.363943,58.800014,20.373699,2634.076660,148.878647,474.290375,2.000000,15.979329,0.159497,0.640858,1.797988,0.004227,5.370754,35.000000
0.189439,20.200001,2.363984,58.800018,20.372049,2633.924561,148.875824,474.323517,2.000000,15.986973,0.159488,0.640845,1.797847,0.004227,5.374622,35.000000
0.189690,20.200001,2.364025,58.800030,20.370407,2633.772949,148.873001,474.356689,2.000000,15.994619,0.159479,0.640831,1.797706,0.004226,5.378491,35.000000
0.189940,20.200001,2.364068,58.800037,20.368771,2633.620605,148.870178,474.389832,2.000000,16.002262,0.159471,0.640817,1.797565,0.004226,5.382360,35.000000
0.190190,20.200001,2.364111,58.800053,20.367142,2633.468994,148.867355,474.423004,2.000000,16.009909,0.159462,0.640804,1.797425,0.004225,5.386228,35.000000
0.190440,20.200001,2.364155,58.800068,20.365517,2633.317383,148.864517,474.456146,2.000000,16.017550,0.159454,0.640791,1.797286,0.004224,5.390096,35.000000
0.190691,20.200001,2.364198,58.800087,20.363895,2633.165527,148.861694,474.489319,2.000000,16.025194,0.159445,0.640778,1.797147,0.004224,5.393964,35.000000
0.190941,20.200001,2.364243,58.800106,20.362284,2633.013672,148.858871,474.522461,2.000000,16.032839,0.159437,0.640765,1.797008,0.004223,5.397832,35.000000
0.191191,20.200001,2.364281,58.799999,20.360708,2632.858154,148.856033,474.555389,2.000000,16.040440,0.159429,0.640753,1.796872,0.004223,5.401704,35.000000
0.191441,20.200001,2.364325,58.799999,20.359114,2632.706055,148.853210,474.588501,2.000000,16.048077,0.159421,0.640741,1.796734,0.004222,5.405572,35.000000
0.191692,20.200001,2.364370,58.799999,20.357525,2632.553711,148.850372,474.621643,2.000000,16.055712,0.159412,0.640729,1.796597,0.004222,5.409440,35.000000
0.191942,20.200001,2.364414,58.799999,20.355944,2632.401611,148.847549,474.654785,2.000000,16.063345,0.159404,0.640717,1.796461,0.004221,5.413308,35.000000
0.192192,20.200001,2.364459,58.800003,20.354366,2632.249512,148.844727,474.687897,2.000000,16.070978,0.159396,0.640705,1.796325,0.004221,5.417176,35.000000
0.192442,20.200001,2.364505,58.800007,20.352795,2632.097168,148.841904,474.721039,2.000000,16.078611,0.159389,0.640693,1.796190,0.004220,5.421043,35.000000
0.192693,20.200001,2.364551,58.800011,20.351229,2631.945312,148.839066,474.754120,2.000000,16.086243,0.159381,0.640682,1.796055,0.004220,5.424911,35.000000
0.192943,20.200001,2.364598,58.800014,20.349667,2631.792969,148.836243,474.787262,2.000000,16.093872,0.159373,0.640671,1.795920,0.004219,5.428778,35.000000
0.193193,20.200001,2.364644,58.800022,20.348112,2631.641113,148.833420,474.820343,2.000000,16.101503,0.159365,0.640660,1.795786,0.004218,5.432645,35.000000
0.193443,20.200001,2.364692,58.800030,20.346561,2631.489014,148.830597,474.853455,2.000000,16.109133,0.159358,0.640649,1.795653,0.004218,5.436512,35.000000
0.193694,20.200001,2.364739,58.800041,20.345015,2631.337158,148.827759,474.886536,2.000000,16.116760,0.159350,0.640638,1.795519,0.004217,5.440379,35.000000
0.193944,20.200001,2.364788,58.800053,20.343473,2631.185059,148.824936,474.919647,2.000000,16.124388,0.159343,0.640627,1.795387,0.004217,5.444245,35.000000
0.194194,20.200001,2.364836,58.800068,20.341938,2631.033691,148.822113,474.952667,2.000000,16.132015,0.159335,0.640616,1.795254,0.004216,5.448112,35.000000
0.194444,20.200001,2.364884,58.800087,20.340405,2630.881836,148.819290,474.985748,2.000000,16.139639,0.159328,0.640606,1.795122,0.004216,5.451978,35.000000
0.194695,20.200001,2.364933,58.800110,20.338879,2630.730713,148.816452,475.018738,2.000000,16.147264,0.159321,0.640596,1.794991,0.004215,5.455844,35.000000
0.194945,20.200001,2.364984,58.799999,20.337410,2630.575684,148.813614,475.052094,2.000000,16.154886,0.159314,0.640586,1.794860,0.004215,5.459710,35.000000
0.195195,20.200001,2.365034,58.799999,20.335901,2630.423340,148.810791,475.085205,2.000000,16.162512,0.159307,0.640577,1.794729,0.004214,5.463576,35.000000
0.195445,20.200001,2.365083,58.799999,20.334396,2630.271240,148.807953,475.118286,2.000000,16.170134,0.159299,0.640567,1.794599,0.004214,5.467442,35.000000
0.195696,20.200001,2.365133,58.799999,20.332899,2630.118896,148.805130,475.151367,2.000000,16.177753,0.159292,0.640557,1.794469,0.004213,5.471306,35.000000
0.195946,20.200001,2.365183,58.800003,20.331404,2629.967041,148.802307,475.184448,2.000000,16.185375,0.159285,0.640548,1.794340,0.004212,5.475172,35.000000
0.196196,20.200001,2.365234,58.800007,20.329916,2629.814941,148.799469,475.217529,2.000000,16.192995,0.159279,0.640539,1.794211,0.004212,5.479037,35.000000
0.196446,20.200001,2.365285,58.800011,20.328432,2629.662842,148.796646,475.250580,2.000000,16.200615,0.159272,0.640530,1.794082,0.004211,5.482901,35.000000
0.196697,20.200001,2.365336,58.800014,20.326954,2629.510498,148.793823,475.283630,2.000000,16.208233,0.159265,0.640521,1.793954,0.004211,5.486766,35.000000
0.196947,20.200001,2.365387,58.800022,20.325481,2629.358643,148.790985,475.316681,2.000000,16.215851,0.159258,0.640512,1.793826,0.004210,5.490630,35.000000
0.197197,20.200001,2.365439,58.800030,20.324015,2629.206787,148.788162,475.349701,2.000000,16.223473,0.159252,0.640503,1.793698,0.004210,5.494493,35.000000
0.197447,20.200001,2.365491,58.800041,20.322552,2629.054932,148.785324,475.382721,2.000000,16.231089,0.159245,0.640494,1.793571,0.004209,5.498357,35.000000
0.197698,20.200001,2.365543,58.800056,20.321095,2628.903564,148.782501,475.415741,2.000000,16.238708,0.159238,0.640486,1.793444,0.004209,5.502220,35.000000
0.197948,20.200001,2.365596,58.800072,20.319643,2628.751709,148.779678,475.448700,2.000000,16.246325,0.159232,0.640478,1.793317,0.004208,5.506082,35.000000
0.198198,20.200001,2.365649,58.800091,20.318197,2628.600342,148.776840,475.481659,2.000000,16.253944,0.159225,0.640470,1.793191,0.004208,5.509944,35.000000
0.198448,20.200001,2.365701,58.800110,20.316755,2628.448975,148.774017,475.514618,2.000000,16.261562,0.159219,0.640462,1.793065,0.004207,5.513806,35.000000
0.198699,20.200001,2.365758,58.799999,20.315264,2628.294189,148.771164,475.548370,2.000000,16.269150,0.159213,0.640453,1.792939,0.004206,5.517684,35.000000
0.198949,20.200001,2.365812,58.799999,20.313824,2628.142090,148.768341,475.581451,2.000000,16.276760,0.159207,0.640445,1.792814,0.004206,5.521548,35.000000
0.199199,20.200001,2.365865,58.799999,20.312386,2627.989990,148.765503,475.614502,2.000000,16.284372,0.159200,0.640437,1.792689,0.004205,5.525412,35.000000
0.199449,20.200001,2.365919,58.799999,20.310955,2627.837891,148.762680,475.647583,2.000000,16.291981,0.159194,0.640429,1.792565,0.004205,5.529275,35.000000
0.199700,20.200001,2.365974,58.800003,20.309525,2627.686035,148.759842,475.680634,2.000000,16.299589,0.159188,0.640422,1.792440,0.004204,5.533139,35.000000
0.199950,20.200001,2.366028,58.800007,20.308098,2627.533936,148.757019,475.713654,2.000000,16.307198,0.159182,0.640415,1.792316,0.004204,5.537003,35.000000
0.200200,20.200001,2.366083,58.800011,20.306677,2627.382080,148.754181,475.746674,2.000000,16.314806,0.159176,0.640407,1.792192,0.004203,5.540866,35.000000
0.200450,20.200001,2.366138,58.800014,20.305258,2627.229980,148.751358,475.779724,2.000000,16.322412,0.159170,0.640400,1.792069,0.004203,5.544729,35.000000
0.200701,20.200001,2.366194,58.800022,20.303843,2627.078125,148.748520,475.812683,2.000000,16.330017,0.159164,0.640393,1.791945,0.004202,5.548592,35.000000
0.200951,20.200001,2.366249,58.800030,20.302433,2626.926270,148.745697,475.845673,2.000000,16.337622,0.159158,0.640386,1.791822,0.004202,5.552456,35.000000
0.201201,20.200001,2.366305,58.800041,20.301025,2626.774658,148.742874,475.878632,2.000000,16.345226,0.159152,0.640379,1.791699,0.004201,5.556319,35.000000
0.201451,20.200001,2.366362,58.800056,20.299622,2626.623047,148.740036,475.911499,2.000000,16.352829,0.159147,0.640373,1.791577,0.004200,5.560183,35.000000
0.201702,20.200001,2.366418,58.800072,20.298222,2626.471436,148.737213,475.944397,2.000000,16.360432,0.159141,0.640366,1.791454,0.004200,5.564045,35.000000
0.201952,20.200001,2.366475,58.800091,20.296825,2626.320068,148.734375,475.977234,2.000000,16.368032,0.159135,0.640360,1.791332,0.004199,5.567909,35.000000
0.202202,20.200001,2.366531,58.800114,20.295435,2626.168945,148.731552,476.009979,2.000000,16.375633,0.159130,0.640353,1.791210,0.004199,5.571773,35.000000
0.202452,20.200001,2.366589,58.799999,20.294043,2626.013916,148.728714,476.044220,2.000000,16.383242,0.159124,0.640346,1.791092,0.004198,5.575629,35.000000
0.202703,20.200001,2.366646,58.799999,20.292656,2625.862061,148.725876,476.077240,2.000000,16.390842,0.159118,0.640340,1.790971,0.004198,5.579492,35.000000
0.202953,20.200001,2.366703,58.799999,20.291273,2625.709961,148.723038,476.110260,2.000000,16.398441,0.159113,0.640334,1.790850,0.004197,5.583354,35.000000
0.203203,20.200001,2.366760,58.799999,20.289892,2625.558105,148.720215,476.143311,2.000000,16.406040,0.159107,0.640328,1.790730,0.004197,5.587215,35.000000
0.203453,20.200001,2.366818,58.800003,20.288513,2625.406250,148.717377,476.176361,2.000000,16.413637,0.159102,0.640322,1.790610,0.004196,5.591077,35.000000
0.203704,20.200001,2.366876,58.800007,20.287140,2625.254150,148.714554,476.209412,2.000000,16.421234,0.159096,0.640316,1.790490,0.004196,5.594938,35.000000
0.203954,20.200001,2.366934,58.800011,20.285765,2625.102539,148.711716,476.242432,2.000000,16.428833,0.159091,0.640310,1.790370,0.004195,5.598800,35.000000
0.204204,20.200001,2.366992,58.800014,20.284397,2624.950439,148.708878,476.275482,2.000000,16.436428,0.159086,0.640304,1.790251,0.004194,5.602661,35.000000
0.204454,20.200001,2.367050,58.800022,20.283030,2624.798828,148.706055,476.308533,2.000000,16.444021,0.159081,0.640299,1.790131,0.004194,5.606522,35.000000
0.204705,20.200001,2.367109,58.800034,20.281664,2624.646973,148.703217,476.341553,2.000000,16.451614,0.159075,0.640293,1.790012,0.004193,5.610383,35.000000
0.204955,20.200001,2.367168,58.800045,20.280302,2624.495361,148.700394,476.374634,2.000000,16.459206,0.159070,0.640288,1.789894,0.004193,5.614244,35.000000
0.205205,20.200001,2.367227,58.800056,20.278942,2624.343750,148.697556,476.407654,2.000000,16.466797,0.159065,0.640282,1.789775,0.004192,5.618104,35.000000
0.205455,20.200001,2.367286,58.800076,20.277584,2624.192383,148.694733,476.440735,2.000000,16.474386,0.159060,0.640277,1.789657,0.004192,5.621965,35.000000
0.205706,20.200001,2.367345,58.800095,20.276228,2624.041260,148.691895,476.473816,2.000000,16.481976,0.159055,0.640272,1.789538,0.004191,5.625825,35.000000
0.205956,20.200001,2.367405,58.800117,20.274874,2623.890137,148.689056,476.506805,2.000000,16.489567,0.159050,0.640267,1.789420,0.004191,5.629685,35.000000
0.206206,20.200001,2.367463,58.799999,20.273563,2623.735352,148.686218,476.539612,2.000000,16.497168,0.159045,0.640261,1.789303,0.004190,5.633548,35.000000
0.206456,20.200001,2.367522,58.799999,20.272221,2623.583496,148.683380,476.572632,2.000000,16.504755,0.159040,0.640256,1.789186,0.004190,5.637409,35.000000
0.206707,20.200001,2.367582,58.799999,20.270880,2623.431641,148.680542,476.605652,2.000000,16.512346,0.159035,0.640251,1.789069,0.004189,5.641269,35.000000
0.206957,20.200001,2.367642,58.799999,20.269545,2623.279785,148.677719,476.638641,2.000000,16.519932,0.159030,0.640247,1.788952,0.004189,5.645129,35.000000
0.207207,20.200001,2.367701,58.800003,20.268209,2623.127930,148.674881,476.671661,2.000000,16.527523,0.159025,0.640242,1.788835,0.004188,5.648989,35.000000
0.207457,20.200001,2.367762,58.800003,20.266878,2622.976074,148.672043,476.704620,2.000000,16.535109,0.159020,0.640237,1.788718,0.004187,5.652849,35.000000
0.207708,20.200001,2.367822,58.800007,20.265549,2622.824219,148.669220,476.737610,2.000000,16.542698,0.159015,0.640232,1.788602,0.004187,5.656709,35.000000
0.207958,20.200001,2.367882,58.800011,20.264223,2622.672363,148.666382,476.770630,2.000000,16.550283,0.159010,0.640228,1.788486,0.004186,5.660568,35.000000
0.208208,20.200001,2.367943,58.800018,20.262899,2622.520508,148.663544,476.803619,2.000000,16.557873,0.159006,0.640223,1.788370,0.004186,5.664428,35.000000
0.208458,20.200001,2.368004,58.800026,20.261578,2622.368652,148.660721,476.836639,2.000000,16.565460,0.159001,0.640219,1.788254,0.004185,5.668287,35.000000
0.208709,20.200001,2.368065,58.800034,20.260262,2622.216797,148.657883,476.869659,2.000000,16.573048,0.158996,0.640215,1.788139,0.004185,5.672146,35.000000
0.208959,20.200001,2.368126,58.800045,20.258945,2622.064941,148.655045,476.902649,2.000000,16.580635,0.158992,0.640210,1.788023,0.004184,5.676006,35.000000
0.209209,20.200001,2.368187,58.800056,20.257631,2621.913086,148.652222,476.935669,2.000000,16.588224,0.158987,0.640206,1.787908,0.004184,5.679865,35.000000
0.209459,20.200001,2.368248,58.800072,20.256321,2621.760986,148.649384,476.968719,2.000000,16.595812,0.158983,0.640202,1.787794,0.004183,5.683723,35.000000
0.209710,20.200001,2.368309,58.800087,20.255016,2621.609131,148.646545,477.001770,2.000000,16.603401,0.158978,0.640198,1.787679,0.004183,5.687582,35.000000
0.209960,20.200001,2.368371,58.800106,20.253710,2621.457275,148.643723,477.034821,2.000000,16.610991,0.158974,0.640194,1.787565,0.004182,5.691441,35.000000
0.210210,20.200001,2.368434,58.799999,20.252371,2621.306641,148.640869,477.067566,2.000000,16.618513,0.158969,0.640190,1.787448,0.004181,5.695300,35.000000
0.210460,20.200001,2.368496,58.799999,20.251066,2621.154785,148.638031,477.100555,2.000000,16.626093,0.158964,0.640186,1.787334,0.004181,5.699159,35.000000
0.210711,20.200001,2.368558,58.799999,20.249763,2621.003174,148.635208,477.133514,2.000000,16.633671,0.158960,0.640182,1.787220,0.004180,5.703017,35.000000
0.210961,20.200001,2.368620,58.799999,20.248463,2620.851318,148.632370,477.166504,2.000000,16.641247,0.158956,0.640178,1.787106,0.004180,5.706875,35.000000
0.211211,20.200001,2.368682,58.800003,20.247164,2620.699463,148.629532,477.199463,2.000000,16.648825,0.158951,0.640175,1.786992,0.004179,5.710734,35.000000
0.211461,20.200001,2.368745,58.800003,20.245867,2620.547852,148.626694,477.232391,2.000000,16.656399,0.158947,0.640171,1.786878,0.004179,5.714592,35.000000
0.211712,20.200001,2.368807,58.800007,20.244574,2620.395996,148.623856,477.265320,2.000000,16.663975,0.158942,0.640167,1.786764,0.004178,5.718450,35.000000
0.211962,20.200001,2.368870,58.800011,20.243282,2620.244385,148.621033,477.298248,2.000000,16.671547,0.158938,0.640164,1.786651,0.004178,5.722308,35.000000
0.212212,20.200001,2.368932,58.800014,20.241993,2620.092529,148.618195,477.331177,2.000000,16.679121,0.158934,0.640160,1.786538,0.004177,5.726165,35.000000
0.212462,20.200001,2.368995,58.800022,20.240705,2619.940918,148.615356,477.364075,2.000000,16.686691,0.158930,0.640157,1.786425,0.004177,5.730023,35.000000
0.212713,20.200001,2.369058,58.800030,20.239422,2619.789062,148.612518,477.396912,2.000000,16.694262,0.158925,0.640153,1.786312,0.004176,5.733881,35.000000
0.212963,20.200001,2.369120,58.800041,20.238138,2619.637451,148.609695,477.429810,2.000000,16.701832,0.158921,0.640150,1.786200,0.004176,5.737738,35.000000
0.213213,20.200001,2.369184,58.800053,20.236858,2619.485596,148.606857,477.462677,2.000000,16.709400,0.158917,0.640146,1.786087,0.004175,5.741595,35.000000
0.213463,20.200001,2.369247,58.800064,20.235579,2619.333984,148.604019,477.495514,2.000000,16.716967,0.158913,0.640143,1.785975,0.004174,5.745452,35.000000
0.213714,20.200001,2.369310,58.800079,20.234304,2619.182129,148.601181,477.528320,2.000000,16.724533,0.158909,0.640140,1.785863,0.004174,5.749309,35.000000
0.213964,20.200001,2.369374,58.800098,20.233030,2619.030518,148.598358,477.561127,2.000000,16.732096,0.158904,0.640137,1.785751,0.004173,5.753166,35.000000
0.214214,20.200001,2.369438,58.800121,20.231758,2618.878662,148.595520,477.593842,2.000000,16.739656,0.158900,0.640133,1.785640,0.004173,5.757023,35.000000
0.214464,20.200001,2.369498,58.799999,20.230440,2618.728027,148.592682,477.628021,2.000000,16.747257,0.158896,0.640131,1.785525,0.004172,5.760881,35.000000
0.214715,20.200001,2.369562,58.799999,20.229168,2618.576416,148.589844,477.660980,2.000000,16.754824,0.158892,0.640128,1.785413,0.004172,5.764738,35.000000
0.214965,20.200001,2.369626,58.799999,20.227892,2618.424561,148.587006,477.693939,2.000000,16.762390,0.158888,0.640125,1.785301,0.004171,5.768595,35.000000
0.215215,20.200001,2.369689,58.800003,20.226622,2618.272705,148.584167,477.726898,2.000000,16.769957,0.158884,0.640122,1.785189,0.004171,5.772451,35.000000
0.215465,20.200001,2.369753,58.800007,20.225353,2618.121094,148.581329,477.759827,2.000000,16.777521,0.158880,0.640120,1.785078,0.004170,5.776308,35.000000
0.215716,20.200001,2.369817,58.800011,20.224081,2617.969238,148.578491,477.792786,2.000000,16.785084,0.158876,0.640117,1.784967,0.004170,5.780165,35.000000
0.215966,20.200001,2.369881,58.800018,20.222815,2617.817139,148.575653,477.825745,2.000000,16.792646,0.158872,0.640114,1.784856,0.004169,5.784020,35.000000
0.216216,20.200001,2.369944,58.800030,20.221548,2617.665283,148.572830,477.858704,2.000000,16.800211,0.158869,0.640111,1.784745,0.004168,5.787877,35.000000
0.216466,20.200001,2.370009,58.800041,20.220282,2617.513184,148.569992,477.891663,2.000000,16.807772,0.158865,0.640108,1.784634,0.004168,5.791733,35.000000
0.216717,20.200001,2.370072,58.800056,20.219013,2617.361084,148.567154,477.924591,2.000000,16.815334,0.158861,0.640105,1.784523,0.004167,5.795589,35.000000
0.216967,20.200001,2.370137,58.800076,20.217747,2617.208984,148.564316,477.957550,2.000000,16.822893,0.158857,0.640102,1.784412,0.004167,5.799445,35.000000
0.217217,20.200001,2.370200,58.800098,20.216482,2617.056885,148.561478,477.990509,2.000000,16.830454,0.158853,0.640099,1.784302,0.004166,5.803301,35.000000
0.217467,20.200001,2.370267,58.799999,20.215254,2616.909180,148.558640,478.023315,2.000000,16.838020,0.158849,0.640099,1.784191,0.004166,5.807156,35.000000
0.217718,20.200001,2.370331,58.799999,20.213997,2616.757812,148.555801,478.056244,2.000000,16.845581,0.158846,0.640096,1.784080,0.004165,5.811011,35.000000
0.217968,20.200001,2.370396,58.799999,20.212744,2616.606201,148.552963,478.089172,2.000000,16.853138,0.158842,0.640094,1.783970,0.004165,5.814867,35.000000
0.218218,20.200001,2.370461,58.799999,20.211487,2616.454834,148.550125,478.122070,2.000000,16.860699,0.158838,0.640091,1.783860,0.004164,5.818722,35.000000
0.218468,20.200001,2.370526,58.800003,20.210236,2616.303223,148.547287,478.155029,2.000000,16.868256,0.158834,0.640089,1.783750,0.004164,5.822577,35.000000
0.218719,20.200001,2.370591,58.800003,20.208984,2616.151855,148.544449,478.187927,2.000000,16.875813,0.158831,0.640087,1.783640,0.004163,5.826432,35.000000
0.218969,20.200001,2.370656,58.800007,20.207735,2616.000488,148.541611,478.220856,2.000000,16.883369,0.158827,0.640085,1.783530,0.004163,5.830287,35.000000
0.219219,20.200001,2.370721,58.800011,20.206486,2615.848633,148.538773,478.253815,2.000000,16.890926,0.158823,0.640082,1.783420,0.004162,5.834142,35.000000
0.219469,20.200001,2.370787,58.800018,20.205238,2615.696777,148.535950,478.286774,2.000000,16.898483,0.158820,0.640080,1.783310,0.004161,5.837996,35.000000
0.219720,20.200001,2.370852,58.800026,20.203993,2615.545410,148.533112,478.319702,2.000000,16.906038,0.158816,0.640078,1.783201,0.004161,5.841851,35.000000
0.219970,20.200001,2.370918,58.800034,20.202747,2615.393555,148.530273,478.352661,2.000000,16.913593,0.158812,0.640076,1.783091,0.004160,5.845706,35.000000
0.220220,20.200001,2.370984,58.800045,20.201504,2615.241455,148.527435,478.385651,2.000000,16.921146,0.158809,0.640074,1.782982,0.004160,5.849559,35.000000
0.220470,20.200001,2.371051,58.800056,20.200260,2615.089844,148.524597,478.418610,2.000000,16.928701,0.158805,0.640072,1.782872,0.004159,5.853414,35.000000
0.220721,20.200001,2.371117,58.800072,20.199018,2614.937500,148.521759,478.451630,2.000000,16.936255,0.158802,0.640070,1.782763,0.004159,5.857268,35.000000
0.220971,20.200001,2.371183,58.800091,20.197779,2614.785400,148.518921,478.484650,2.000000,16.943808,0.158798,0.640069,1.782654,0.004158,5.861122,35.000000
0.221221,20.200001,2.371250,58.800114,20.196541,2614.632812,148.516083,478.517700,2.000000,16.951361,0.158795,0.640067,1.782544,0.004158,5.864974,35.000000
0.221471,20.200001,2.371310,58.799999,20.195309,2614.485840,148.513229,478.549927,2.000000,16.958895,0.158791,0.640064,1.782437,0.004157,5.868832,35.000000
0.221722,20.200001,2.371375,58.799999,20.194073,2614.334473,148.510391,478.582825,2.000000,16.966444,0.158788,0.640062,1.782328,0.004157,5.872686,35.000000
0.221972,20.200001,2.371441,58.799999,20.192837,2614.183105,148.507553,478.615723,2.000000,16.973993,0.158784,0.640060,1.782219,0.004156,5.876539,35.000000
0.222222,20.200001,2.371506,58.799999,20.191601,2614.031738,148.504715,478.648621,2.000000,16.981541,0.158781,0.640058,1.782111,0.004156,5.880393,35.000000
0.222472,20.200001,2.371572,58.800003,20.190369,2613.880371,148.501877,478.681519,2.000000,16.989088,0.158777,0.640057,1.782002,0.004155,5.884246,35.000000
0.222723,20.200001,2.371638,58.800003,20.189135,2613.729004,148.499039,478.714417,2.000000,16.996634,0.158774,0.640055,1.781894,0.004154,5.888100,35.000000
0.222973,20.200001,2.371704,58.800007,20.187902,2613.577637,148.496201,478.747314,2.000000,17.004179,0.158770,0.640053,1.781785,0.004154,5.891953,35.000000
0.223223,20.200001,2.371770,58.800014,20.186672,2613.426270,148.493362,478.780212,2.000000,17.011724,0.158767,0.640051,1.781677,0.004153,5.895806,35.000000
0.223473,20.200001,2.371837,58.800018,20.185444,2613.274658,148.490524,478.813141,2.000000,17.019268,0.158764,0.640050,1.781569,0.004153,5.899659,35.000000
0.223724,20.200001,2.371904,58.800026,20.184214,2613.123291,148.487686,478.846039,2.000000,17.026812,0.158760,0.640048,1.781461,0.004152,5.903512,35.000000
0.223974,20.200001,2.371971,58.800037,20.182987,2612.971924,148.484848,478.878937,2.000000,17.034353,0.158757,0.640047,1.781353,0.004152,5.907365,35.000000
0.224224,20.200001,2.372038,58.800049,20.181759,2612.820557,148.482010,478.911835,2.000000,17.041895,0.158753,0.640045,1.781245,0.004151,5.911218,35.000000
0.224474,20.200001,2.372105,58.800064,20.180534,2612.669189,148.479172,478.944733,2.000000,17.049437,0.158750,0.640043,1.781137,0.004151,5.915070,35.000000
0.224725,20.200001,2.372173,58.800079,20.179310,2612.517822,148.476349,478.977631,2.000000,17.056976,0.158747,0.640042,1.781030,0.004150,5.918923,35.000000
0.224975,20.200001,2.372241,58.800098,20.178085,2612.366455,148.473511,479.010529,2.000000,17.064516,0.158743,0.640041,1.780922,0.004150,5.922775,35.000000
0.225225,20.200001,2.372301,58.799999,20.176868,2612.216064,148.470657,479.043213,2.000000,17.072071,0.158740,0.640039,1.780814,0.004149,5.926630,35.000000
0.225475,20.200001,2.372367,58.799999,20.175646,2612.064941,148.467819,479.076080,2.000000,17.079613,0.158737,0.640037,1.780706,0.004149,5.930483,35.000000
0.225726,20.200001,2.372434,58.799999,20.174425,2611.913574,148.464981,479.108948,2.000000,17.087151,0.158734,0.640036,1.780599,0.004148,5.934335,35.000000
0.225976,20.200001,2.372501,58.799999,20.173204,2611.762451,148.462143,479.141815,2.000000,17.094690,0.158731,0.640035,1.780491,0.004147,5.938187,35.000000
0.226226,20.200001,2.372567,58.800003,20.171988,2611.611084,148.459305,479.174713,2.000000,17.102230,0.158727,0.640033,1.780384,0.004147,5.942039,35.000000
0.226476,20.200001,2.372634,58.800003,20.170771,2611.459717,148.456467,479.207581,2.000000,17.109768,0.158724,0.640032,1.780277,0.004146,5.945891,35.000000
0.226727,20.200001,2.372701,58.800007,20.169554,2611.308594,148.453613,479.240479,2.000000,17.117304,0.158721,0.640031,1.780169,0.004146,5.949743,35.000000
0.226977,20.200001,2.372768,58.800011,20.168337,2611.157227,148.450775,479.273376,2.000000,17.124844,0.158718,0.640029,1.780062,0.004145,5.953595,35.000000
0.227227,20.200001,2.372834,58.800014,20.167122,2611.006104,148.447937,479.306274,2.000000,17.132380,0.158714,0.640028,1.779955,0.004145,5.957447,35.000000
0.227477,20.200001,2.372901,58.800022,20.165909,2610.854736,148.445099,479.339203,2.000000,17.139914,0.158711,0.640027,1.779848,0.004144,5.961298,35.000000
0.227728,20.200001,2.372968,58.800030,20.164696,2610.703613,148.442261,479.372131,2.000000,17.147451,0.158708,0.640026,1.779740,0.004144,5.965149,35.000000
0.227978,20.200001,2.373035,58.800041,20.163485,2610.552246,148.439423,479.405090,2.000000,17.154985,0.158705,0.640024,1.779633,0.004143,5.969000,35.000000
0.228228,20.200001,2.373101,58.800056,20.162273,2610.400879,148.436584,479.438110,2.000000,17.162521,0.158702,0.640023,1.779526,0.004143,5.972851,35.000000
0.228478,20.200001,2.373168,58.800072,20.161064,2610.249756,148.433746,479.471100,2.000000,17.170055,0.158699,0.640022,1.779419,0.004142,5.976702,35.000000
0.228729,20.200001,2.373235,58.800087,20.159857,2610.098389,148.430908,479.504089,2.000000,17.177588,0.158695,0.640021,1.779312,0.004142,5.980553,35.000000
0.228979,20.200001,2.373301,58.800110,20.158648,2609.947266,148.428070,479.537140,2.000000,17.185122,0.158692,0.640020,1.779205,0.004141,5.984404,35.000000
0.229229,20.200001,2.373370,58.799999,20.157419,2609.797119,148.425217,479.568878,2.000000,17.192640,0.158689,0.640019,1.779101,0.004140,5.988258,35.000000
